101,10101,animal,Dog
101,10102,animal,Horse
101,10103,animal,Bear
101,10104,animal,Tiger
101,10105,animal,Elephant
101,10106,animal,Deer
101,10107,animal,Pig
101,10108,animal,Giraffe
101,10109,animal,Rabbit
101,10110,animal,Goat
101,10111,animal,Moose
101,10112,animal,Sheep
101,10113,animal,Raccoon
101,10114,animal,Fox
101,10115,animal,Hamster
101,10116,animal,Elk
101,10117,animal,Lizard
101,10118,animal,Turtle
102,10201,a part of body,Leg
102,10202,a part of body,Finger
102,10203,a part of body,Toe
102,10204,a part of body,Nose
102,10205,a part of body,Ear
102,10206,a part of body,Foot
102,10207,a part of body,Stomach
102,10208,a part of body,Heart
102,10209,a part of body,Knee
102,10210,a part of body,Neck
102,10211,a part of body,Brain
102,10212,a part of body,Elbow
102,10213,a part of body,Chest
102,10214,a part of body,Back
102,10215,a part of body,Lip
102,10216,a part of body,Ankle
102,10217,a part of body,Liver
102,10218,a part of body,Tongue
103,10301,a type of sweet,chocolate
103,10302,a type of sweet,cupcake
103,10303,a type of sweet,pudding
103,10304,a type of sweet,candy
103,10305,a type of sweet,gummi
103,10306,a type of sweet,caramel
103,10307,a type of sweet,toffee
103,10308,a type of sweet,lollipops
103,10309,a type of sweet,pie
103,10310,a type of sweet,donut
103,10311,a type of sweet,fudge
103,10312,a type of sweet,honey
103,10313,a type of sweet,jelly
103,10314,a type of sweet,sorbet
103,10315,a type of sweet,syrup
103,10316,a type of sweet,mousse
103,10317,a type of sweet,parfait
103,10318,a type of sweet,meringue
104,10401,a sport,football
104,10402,a sport,tennis
104,10403,a sport,hockey
104,10404,a sport,swimming
104,10405,a sport,golf
104,10406,a sport,yoga
104,10407,a sport,fishing
104,10408,a sport,track
104,10409,a sport,rugby
104,10410,a sport,floor
104,10411,a sport,skiing
104,10412,a sport,running
104,10413,a sport,soccer
104,10414,a sport,polo
104,10415,a sport,archery
104,10416,a sport,bowling
104,10417,a sport,boxing
104,10418,a sport,cricket
105,10501,fruit,apple
105,10502,fruit,orange
105,10503,fruit,banana
105,10504,fruit,grape
105,10505,fruit,pear
105,10506,fruit,peach
105,10507,fruit,strawberry
105,10508,fruit,kiwi
105,10509,fruit,melon
105,10510,fruit,tomato
105,10511,fruit,plum
105,10512,fruit,mango
105,10513,fruit,cherry
105,10514,fruit,lemon
105,10515,fruit,papaya
105,10516,fruit,lime
105,10517,fruit,tangerine
105,10518,fruit,apricot
106,10601,a tree,oak
106,10602,a tree ,pine
106,10603,a tree,maple
106,10604,a tree ,apple
106,10605,a tree,aspen
106,10606,a tree ,redwood
106,10607,a tree,dogwood
106,10608,a tree ,spruce
106,10609,a tree,evergreen
106,10610,a tree ,birch
106,10611,a tree,cherry
106,10612,a tree ,christmas
106,10613,a tree,elm
106,10614,a tree ,fir
106,10615,a tree,palm
106,10616,a tree ,cedar
106,10617,a tree,willow
106,10618,a tree ,sycamore
107,10701,a substance for flavoring food,salt
107,10702,a substance for flavoring food,pepper
107,10703,a substance for flavoring food,garlic
107,10704,a substance for flavoring food,sugar
107,10705,a substance for flavoring food,oregano
107,10706,a substance for flavoring food,spice
107,10707,a substance for flavoring food,cinnamon
107,10708,a substance for flavoring food,paprika
107,10709,a substance for flavoring food,ketchup
107,10710,a substance for flavoring food,butter
107,10711,a substance for flavoring food,basil
107,10712,a substance for flavoring food,vanilla
107,10713,a substance for flavoring food,mustard
107,10714,a substance for flavoring food,vinegar
107,10715,a substance for flavoring food,oil
107,10716,a substance for flavoring food,curry
107,10717,a substance for flavoring food,nutmeg
107,10718,a substance for flavoring food,parsley
108,10801,a female first name,Sarah
108,10802,a female first name,Mary
108,10803,a female first name,Jessica
108,10804,a female first name,Rachel
108,10805,a female first name,Jennifer
108,10806,a female first name,Katie
108,10807,a female first name,Lauren
108,10808,a female first name,Amy
108,10809,a female first name,Ashley
108,10810,a female first name,Beth
108,10811,a female first name,Jane
108,10812,a female first name,Kelly
108,10813,a female first name,Michelle
108,10814,a female first name,Laura
108,10815,a female first name,Lindsay
108,10816,a female first name,Lisa
108,10817,a female first name,Megan
108,10818,a female first name,Amanda
109,10901,a natural earth formation,mountain
109,10902,a natural earth formation,river
109,10903,a natural earth formation,ocean
109,10904,a natural earth formation,volcano
109,10905,a natural earth formation,lake
109,10906,a natural earth formation,valley
109,10907,a natural earth formation,hill
109,10908,a natural earth formation,rock
109,10909,a natural earth formation,canyon
109,10910,a natural earth formation,plateau
109,10911,a natural earth formation,plain
109,10912,a natural earth formation,cave
109,10913,a natural earth formation,glacier
109,10914,a natural earth formation,island
109,10915,a natural earth formation,stream
109,10916,a natural earth formation,cliff
109,10917,a natural earth formation,desert
109,10918,a natural earth formation,waterfall
110,11001,a type of music,rap
110,11002,a type of music,rock
110,11003,a type of music,classical
110,11004,a type of music,country
110,11005,a type of music,jazz
110,11006,a type of music,hiphop
110,11007,a type of music,pop
110,11008,a type of music,alternative
110,11009,a type of music,punk
110,11010,a type of music,blues
110,11011,a type of music,reggae
110,11012,a type of music,oldies
110,11013,a type of music,techno
110,11014,a type of music,metal
110,11015,a type of music,soul
110,11016,a type of music,gospel
110,11017,a type of music,opera
110,11018,a type of music,folk
111,11101,a precious stone,diamond
111,11102,a precious stone,ruby
111,11103,a precious stone,emerald
111,11104,a precious stone,sapphire
111,11105,a precious stone,pearl
111,11106,a precious stone,gem
111,11107,a precious stone,amethyst
111,11108,a precious stone,opal
111,11109,a precious stone,gold
111,11110,a precious stone,topaz
111,11111,a precious stone,garnet
111,11112,a precious stone,silver
111,11113,a precious stone,jade
111,11114,a precious stone,quartz
111,11115,a precious stone,turquoise
111,11116,a precious stone,spinel
111,11117,a precious stone,sphene
111,11118,a precious stone,aquamarine
112,11201,a profession or occupation,doctor
112,11202,a profession or occupation,teacher
112,11203,a profession or occupation,lawyer
112,11204,a profession or occupation,nurse
112,11205,a profession or occupation,fireman
112,11206,a profession or occupation,professor
112,11207,a profession or occupation,mayor
112,11208,a profession or occupation,dentist
112,11209,a profession or occupation,engineer
112,11210,a profession or occupation,secretary
112,11211,a profession or occupation,manager
112,11212,a profession or occupation,cook
112,11213,a profession or occupation,painter
112,11214,a profession or occupation,athlete
112,11215,a profession or occupation,banker
112,11216,a profession or occupation,carpenter
112,11217,a profession or occupation,janitor
112,11218,a profession or occupation,musician
112,11219,a profession or occupation,actor
113,11301,military title,sergeant
113,11302,military title,general
113,11303,military title,lieutenant
113,11304,military title,captain
113,11305,military title,private
113,11306,military title,colonel
113,11307,military title,major
113,11308,military title,fireman
113,11309,military title,ensign
113,11310,military title,recruit
113,11311,military title,admiral
113,11312,military title,chief
113,11313,military title,soldier
113,11314,military title,cadet
113,11315,military title,staff
113,11316,military title,seaman
113,11317,military title,airman
113,11318,military title,basic
114,11401,a science,biology
114,11402,a science,gender
114,11403,a science,physics
114,11404,a science,space
114,11405,a science,applied
114,11406,a science,geology
114,11407,a science,earth
114,11408,a science,anatomy
114,11409,a science,logic
114,11410,a science,nature
114,11411,a science,social
114,11412,a science,physical
114,11413,a science,math
114,11414,a science,climate
114,11415,a science,optics
114,11416,a science,algebra
114,11417,a science,ecology
114,11418,a science,life
115,11501,a flower,rose
115,11502,a flower,daisy
115,11503,a flower,tulip
115,11504,a flower,lily
115,11505,a flower,carnation
115,11506,a flower,daffodil
115,11507,a flower,sunflower
115,11508,a flower,dandelion
115,11509,a flower,pansy
115,11510,a flower,orchid
115,11511,a flower,petunia
115,11512,a flower,violet
115,11513,a flower,iris
115,11514,a flower,liliac
115,11515,a flower,cosmos
115,11516,a flower,aster
115,11517,a flower,digitalis
115,11518,a flower,zinnias
116,11601,a disease,cancer
116,11602,a disease,flu
116,11603,a disease,diabetes
116,11604,a disease,herpes
116,11605,a disease,cold
116,11606,a disease,angina
116,11607,a disease,hepatitis
116,11608,a disease,asthma
116,11609,a disease,malaria
116,11610,a disease,autism
116,11611,a disease,syphilis
116,11612,a disease,acne
116,11613,a disease,AIDS
116,11614,a disease,gout
116,11615,a disease,arthritis
116,11616,a disease,obesity
116,11617,a disease,coma
116,11618,a disease,stroke
117,11701,an insect,fly
117,11702,an insect,ant
117,11703,an insect,spider
117,11704,an insect,bee
117,11705,an insect,mosquito
117,11706,an insect,beetle
117,11707,an insect,butterfly
117,11708,an insect,wasp
117,11709,an insect,roach
117,11710,an insect,moth
117,11711,an insect,gnat
117,11712,an insect,lice
117,11713,an insect,cricket
117,11714,an insect,dragonfly
117,11715,an insect,flea
117,11716,an insect,hornet
117,11717,an insect,bug
117,11718,an insect,worm
118,11801,a musical instrument,drum
118,11802,a musical instrument,guitar
118,11803,a musical instrument,flute
118,11804,a musical instrument,piano
118,11805,a musical instrument,trumpet
118,11806,a musical instrument,clarinet
118,11807,a musical instrument,violin
118,11808,a musical instrument,trombone
118,11809,a musical instrument,tuba
118,11810,a musical instrument,cello
118,11811,a musical instrument,oboe
118,11812,a musical instrument,bass
118,11813,a musical instrument,viola
118,11814,a musical instrument,harp
118,11815,a musical instrument,horn
118,11816,a musical instrument,keyboard
118,11817,a musical instrument,piccolo
118,11818,a musical instrument,cymbal
119,11901,a kitchen utensil,knife
119,11902,a kitchen utensil,fork
119,11903,a kitchen utensil,spoon
119,11904,a kitchen utensil,spatula
119,11905,a kitchen utensil,pan
119,11906,a kitchen utensil,pot
119,11907,a kitchen utensil,whisk
119,11908,a kitchen utensil,blender
119,11909,a kitchen utensil,bowl
119,11910,a kitchen utensil,ladle
119,11911,a kitchen utensil,plate
119,11912,a kitchen utensil,tongs
119,11913,a kitchen utensil,mixer
119,11914,a kitchen utensil,strainer
119,11915,a kitchen utensil,colander
119,11916,a kitchen utensil,cup
119,11917,a kitchen utensil,stove
119,11918,a kitchen utensil,kettle
120,12001,a state,California
120,12002,a state,Iowa
120,12003,a state,Florida
120,12004,a state,Texas
120,12005,a state,Wyoming
120,12006,a state,Virginia
120,12007,a state,Georgia
120,12008,a state,Arizona
120,12009,a state,Alaska
120,12010,a state,Ohio
120,12011,a state,Oregon
120,12012,a state,Utah
120,12013,a state,Nevada
120,12014,a state,Hawaii
120,12015,a state,Idaho
120,12016,a state,Indiana
120,12017,a state,Kansas
120,12018,a state,Illinois
121,12101,a city,Denver
121,12102,a city,Chicago
121,12103,a city,Boulder
121,12104,a city,Miami
121,12105,a city,Boston
121,12106,a city,Atlanta
121,12107,a city,Omaha
121,12108,a city,Dallas
121,12109,a city,Charlotte
121,12110,a city,Raleigh
121,12111,a city,Houston
121,12112,a city,Seattle
121,12113,a city,Detroit
121,12114,a city,Austin
121,12115,a city,Orlando
121,12116,a city,Phoenix
121,12117,a city,Urbana
121,12118,a city,Peoria
122,12201,a garderner's tool,shovel
122,12202,a garderner's tool,hoe
122,12203,a garderner's tool,rake
122,12204,a garderner's tool,glove
122,12205,a garderner's tool,hose
122,12206,a garderner's tool,spade
122,12207,a garderner's tool,pick
122,12208,a garderner's tool,lawnmower
122,12209,a garderner's tool,dirt
122,12210,a garderner's tool,soil
122,12211,a garderner's tool,plow
122,12212,a garderner's tool,seed
122,12213,a garderner's tool,trowel
122,12214,a garderner's tool,clipper
122,12215,a garderner's tool,bucket
122,12216,a garderner's tool,pitchfork
122,12217,a garderner's tool,water
122,12218,a garderner's tool,can
123,12301,a type of vehicle,car
123,12302,a type of vehicle,bus
123,12303,a type of vehicle,truck
123,12304,a type of vehicle,airplane
123,12305,a type of vehicle,train
123,12306,a type of vehicle,bike
123,12307,a type of vehicle,bicycle
123,12308,a type of vehicle,vam
123,12309,a type of vehicle,boat
123,12310,a type of vehicle,ship
123,12311,a type of vehicle,motorcycle
123,12312,a type of vehicle,skateboard
123,12313,a type of vehicle,subway
123,12314,a type of vehicle,taxi
123,12315,a type of vehicle,scooter
123,12316,a type of vehicle,helicopter
123,12317,a type of vehicle,jeep
123,12318,a type of vehicle,minivan
124,12401,a type of dance,ballet
124,12402,a type of dance,tango
124,12403,a type of dance,salsa
124,12404,a type of dance,hiphop
124,12405,a type of dance,jazz
124,12406,a type of dance,waltz
124,12407,a type of dance,tap
124,12408,a type of dance,swing
124,12409,a type of dance,ballroom
124,12410,a type of dance,modern
124,12411,a type of dance,break
124,12412,a type of dance,line
124,12413,a type of dance,square
124,12414,a type of dance,slow
124,12415,a type of dance,merengue
124,12416,a type of dance,macarena
124,12417,a type of dance,mambo
124,12418,a type of dance,african
125,12501,an article of clothing,shirt
125,12502,an article of clothing,pants
125,12503,an article of clothing,socks
125,12504,an article of clothing,underwear
125,12505,an article of clothing,shoe
125,12506,an article of clothing,hat
